set,keep_frac,n_trades,avg_r,sum_r,pf,winrate,conf_threshold
TRAIN_FILTERED,0.20000350729517397,22810,0.0003235146534276484,7.379369244684661,1.1242211318230628,0.5823761508110478,0.033247306515460845
VAL_FILTERED,0.2,7008,0.00024367520282377037,1.7076758213889827,1.1770842924961722,0.5930365296803652,0.031604033366884485
TEST_BASELINE,1.0,74038,2.110708069272884e-05,1.5627260403282577,1.0127723603752679,0.5235689780923309,2.8321848388745963e-07
TEST_FILTERED,0.20000540263108132,14808,8.694105565981906e-05,1.2874231522106006,1.047774609441744,0.548419773095624,0.03349821705787069
