set,keep_frac,n_trades,avg_r,sum_r,pf,winrate,conf_threshold
TRAIN_FILTERED,0.20000350729517397,22810,0.00017883914855355487,4.079320978506587,1.0647249073938874,0.5710214818062254,0.03050768987048612
VAL_FILTERED,0.2,7008,6.24841402232821e-05,0.437888854684761,1.0411010148016901,0.5729166666666666,0.029840963151356995
TEST_BASELINE,1.0,74038,-7.928711318466484e-05,-5.870259285966215,0.9533926809210987,0.5087522623517653,1.0116922827263508e-06
TEST_FILTERED,0.20000540263108132,14808,6.1770780882949104e-06,0.09147017233147103,1.0032268517715603,0.5403160453808752,0.03277698458896505
