set,keep_frac,n_trades,avg_r,sum_r,pf,winrate,conf_threshold
TRAIN_FILTERED,0.20000350729517397,22810,-0.00027648534657235147,-6.306630755315338,0.9037424935439254,0.524989039894783,0.033247306515460845
VAL_FILTERED,0.2,7008,-0.0003563247971762295,-2.4971241786110165,0.7841688647158196,0.4895833333333333,0.031604033366884485
TEST_BASELINE,1.0,74038,-0.0005788929193072711,-42.86007395967174,0.7051620699540786,0.440084821307977,2.8321848388745963e-07
TEST_FILTERED,0.20000540263108132,14808,-0.0005130589443401809,-7.5973768477893975,0.7571277415688156,0.4743381955699622,0.03349821705787069
