set,keep_frac,n_trades,avg_r,sum_r,pf,winrate,conf_threshold
TRAIN_FILTERED,0.20000350729517397,22810,7.905480126984556e-06,0.18032400169651774,1.0020712320640828,0.54138535729943,0.038740481193474396
VAL_FILTERED,0.2,7008,-0.00025314595664718164,-1.7740468641834488,0.8816122587981207,0.514412100456621,0.03491645588793651
TEST_BASELINE,1.0,74034,-0.000569458834519508,-42.15931535481725,0.7846758950433018,0.4616797687548964,4.3637398133844485e-07
TEST_FILTERED,0.20000270146149066,14807,-0.0003458236301944286,-5.120610492288904,0.8708531237509205,0.4953062740595664,0.036110749385723076
