set,keep_frac,n_trades,avg_r,sum_r,pf,winrate,conf_threshold
TRAIN_FILTERED,0.20000350729517397,22810,-2.11608514464452e-05,-0.482679021493415,0.992577118167899,0.5514248136782113,0.03050768987048612
VAL_FILTERED,0.2,7008,-0.00013751585977671784,-0.9637111453152386,0.9145467876132803,0.5371004566210046,0.029840963151356995
TEST_BASELINE,1.0,74038,-0.00027928711318466484,-20.677859285966218,0.8450262018780927,0.4811853372592452,1.0116922827263508e-06
TEST_FILTERED,0.20000540263108132,14808,-0.00019382292191170514,-2.8701298276685296,0.9035035632757642,0.5172879524581308,0.03277698458896505
