tf,line,start_ts,end_ts,length_bars,value,duration_days
M30,kijun,2023-08-14 18:00:00,2023-08-15 05:00:00,23,29459.85,0.4583333333333333
M30,kijun,2023-09-05 16:00:00,2023-09-06 03:00:00,23,25755.0,0.4583333333333333
M30,kijun,2023-11-05 23:00:00,2023-11-06 10:00:00,23,34905.6,0.4583333333333333
M30,kijun,2023-12-06 11:30:00,2023-12-06 22:30:00,23,43863.4,0.4583333333333333
M30,kijun,2024-10-08 15:30:00,2024-10-09 02:30:00,23,62507.35,0.4583333333333333
M30,kijun,2024-12-02 17:30:00,2024-12-03 04:30:00,23,95917.5,0.4583333333333333
M30,kijun,2025-04-23 15:00:00,2025-04-24 02:00:00,23,93401.15,0.4583333333333333
M30,kijun,2025-07-15 15:00:00,2025-07-16 02:00:00,23,117088.95000000001,0.4583333333333333
M30,kijun,2025-08-08 15:30:00,2025-08-09 02:30:00,23,116539.95,0.4583333333333333
M30,kijun,2025-10-24 14:00:00,2025-10-25 01:00:00,23,110868.0,0.4583333333333333
M30,kijun,2026-01-30 19:30:00,2026-01-31 06:30:00,23,83215.5,0.4583333333333333
M30,kijun,2019-10-31 12:00:00,2019-10-31 22:30:00,22,9185.82,0.4375
M30,kijun,2020-02-13 13:30:00,2020-02-14 00:00:00,22,10320.5,0.4375
M30,kijun,2020-02-24 02:30:00,2020-02-24 13:00:00,22,9780.0,0.4375
M30,kijun,2020-03-25 11:30:00,2020-03-25 22:00:00,22,6698.485000000001,0.4375
M30,kijun,2020-05-30 22:30:00,2020-05-31 09:00:00,22,9571.5,0.4375
M30,kijun,2020-06-20 11:00:00,2020-06-20 21:30:00,22,9275.0,0.4375
M30,kijun,2020-06-30 15:00:00,2020-07-01 01:30:00,22,9125.985,0.4375
M30,kijun,2020-10-14 15:30:00,2020-10-15 02:00:00,22,11415.25,0.4375
M30,kijun,2020-10-25 05:30:00,2020-10-25 16:00:00,22,13042.0,0.4375
M30,kijun,2020-12-01 13:00:00,2020-12-01 23:30:00,22,19003.0,0.4375
M30,kijun,2021-06-15 20:00:00,2021-06-16 06:30:00,22,40456.5,0.4375
M30,kijun,2021-07-20 16:00:00,2021-07-21 02:30:00,22,29610.120000000003,0.4375
M30,kijun,2021-09-26 09:30:00,2021-09-26 20:00:00,22,42240.005000000005,0.4375
M30,kijun,2022-05-04 20:30:00,2022-05-05 07:00:00,22,39335.85,0.4375
M30,kijun,2022-10-11 14:00:00,2022-10-12 00:30:00,22,19055.0,0.4375
M30,kijun,2023-01-31 23:30:00,2023-02-01 10:00:00,22,23067.0,0.4375
M30,kijun,2023-03-22 20:00:00,2023-03-23 06:30:00,22,27735.5,0.4375
M30,kijun,2023-09-27 14:00:00,2023-09-28 00:30:00,22,26449.95,0.4375
M30,kijun,2024-04-05 14:30:00,2024-04-06 01:00:00,22,67275.95,0.4375
M30,kijun,2024-04-23 14:30:00,2024-04-24 01:00:00,22,66424.85,0.4375
M30,kijun,2024-06-05 16:00:00,2024-06-06 02:30:00,22,71124.0,0.4375
M30,kijun,2024-11-18 15:30:00,2024-11-19 02:00:00,22,91061.05,0.4375
M30,kijun,2025-04-04 11:30:00,2025-04-04 22:00:00,22,83155.4,0.4375
M30,kijun,2025-09-02 14:30:00,2025-09-03 01:00:00,22,110037.55,0.4375
M30,kijun,2025-10-31 17:00:00,2025-11-01 03:30:00,22,109916.5,0.4375
M30,kijun,2025-11-29 18:00:00,2025-11-30 04:30:00,22,90611.35,0.4375
M30,kijun,2026-01-19 00:00:00,2026-01-19 10:30:00,22,93645.0,0.4375
M30,kijun,2026-01-21 17:00:00,2026-01-22 03:30:00,22,88902.5,0.4375
M30,kijun,2026-01-22 15:30:00,2026-01-23 02:00:00,22,89387.55,0.4375
M30,kijun,2020-01-12 00:00:00,2020-01-12 10:00:00,21,8124.235000000001,0.4166666666666667
M30,kijun,2020-01-20 00:00:00,2020-01-20 10:00:00,21,8600.92,0.4166666666666667
M30,kijun,2020-02-20 16:30:00,2020-02-21 02:30:00,21,9541.295,0.4166666666666667
M30,kijun,2020-04-09 14:30:00,2020-04-10 00:30:00,21,7225.49,0.4166666666666667
M30,kijun,2020-05-28 00:30:00,2020-05-28 10:30:00,21,9163.05,0.4166666666666667
M30,kijun,2020-07-09 15:00:00,2020-07-10 01:00:00,21,9299.665,0.4166666666666667
M30,kijun,2020-08-17 02:30:00,2020-08-17 12:30:00,21,11863.5,0.4166666666666667
M30,kijun,2020-08-26 16:00:00,2020-08-27 02:00:00,21,11402.315,0.4166666666666667
M30,kijun,2020-12-15 05:00:00,2020-12-15 15:00:00,21,19318.82,0.4166666666666667
M30,kijun,2021-04-06 14:30:00,2021-04-07 00:30:00,21,58308.354999999996,0.4166666666666667
M30,kijun,2022-01-11 17:00:00,2022-01-12 03:00:00,21,42186.5,0.4166666666666667
M30,kijun,2022-03-12 17:00:00,2022-03-13 03:00:00,21,39108.15,0.4166666666666667
M30,kijun,2022-05-31 16:30:00,2022-06-01 02:30:00,21,31824.75,0.4166666666666667
M30,kijun,2022-07-13 12:30:00,2022-07-13 22:30:00,21,19525.5,0.4166666666666667
M30,kijun,2022-09-30 15:00:00,2022-10-01 01:00:00,21,19619.35,0.4166666666666667
M30,kijun,2022-11-02 21:00:00,2022-11-03 07:00:00,21,20423.0,0.4166666666666667
M30,kijun,2022-12-02 13:30:00,2022-12-02 23:30:00,21,16928.15,0.4166666666666667
M30,kijun,2022-12-20 17:00:00,2022-12-21 03:00:00,21,16866.8,0.4166666666666667
M30,kijun,2022-12-25 15:00:00,2022-12-26 01:00:00,21,16775.0,0.4166666666666667
