tf,start_ts,end_ts,overlap_hours,kijun_flat_bars,ssb_flat_bars,kijun,ssb,range_mid,mid_spread,strength,range_low,range_high,range_mid_box,range_width,buffer_abs,status,breakout_side,breakout_ts,bars_to_break
M30,2026-01-01 23:30:00,2026-01-02 02:30:00,3.0,7,7,88319.9,88194.9,88257.4,125.0,13.980199677763895,88324.4,88881.4,88602.9,557.0,55.7,BREAKOUT_UP,UP,2026-01-02 08:00:00,11.0
M30,2026-01-25 19:30:00,2026-01-25 22:30:00,3.0,7,7,87523.55,87772.2,87647.875,248.64999999999415,13.960395476385443,86100.0,86966.4,86533.2,866.3999999999942,86.63999999999942,BREAKOUT_UP,UP,2026-01-26 01:00:00,5.0
M30,2026-01-24 22:00:00,2026-01-25 00:00:00,2.0,6,7,89379.1,89505.4,89442.25,126.29999999998836,13.181386770244693,89138.9,89444.4,89291.65,305.5,30.55,BREAKOUT_DOWN,DOWN,2026-01-25 02:00:00,4.0
M30,2026-01-28 22:30:00,2026-01-29 00:30:00,2.0,8,5,89710.85,89689.35,89700.1,21.5,12.397028586204438,88861.5,89433.3,89147.4,571.8000000000029,57.18000000000029,BREAKOUT_DOWN,DOWN,2026-01-29 01:00:00,1.0
M30,2026-01-02 12:00:00,2026-01-02 14:00:00,2.0,8,5,89112.2,88829.2,88970.7,283.0,12.360682862447158,88680.0,89679.0,89179.5,999.0,99.9,BREAKOUT_UP,UP,2026-01-02 16:00:00,4.0
M30,2026-01-07 23:00:00,2026-01-08 01:00:00,2.0,8,5,91441.7,92188.75,91815.225,747.0500000000029,12.299922295557232,90966.1,91666.0,91316.05,699.8999999999942,69.98999999999943,BREAKOUT_DOWN,DOWN,2026-01-08 05:30:00,9.0
M30,2026-02-05 06:00:00,2026-02-05 08:00:00,2.0,7,5,72113.20000000001,73423.15,72768.175,1309.9499999999823,11.3948730478802,70367.1,71600.0,70983.55,1232.8999999999942,123.28999999999942,BREAKOUT_DOWN,DOWN,2026-02-05 12:00:00,8.0
M30,2026-01-17 22:30:00,2026-01-18 00:30:00,2.0,5,6,95310.95,95299.7,95305.325,11.25,11.198678089303984,95000.0,95200.9,95100.45,200.89999999999418,20.08999999999942,BREAKOUT_DOWN,DOWN,2026-01-18 01:30:00,2.0
M30,2026-02-08 14:00:00,2026-02-08 16:00:00,2.0,6,5,70226.45,69907.45,70066.95,319.0,10.751052731404492,70730.2,71524.9,71127.54999999999,794.6999999999971,79.46999999999971,BREAKOUT_DOWN,DOWN,2026-02-08 16:30:00,1.0
W1,2022-01-24 00:00:00,2022-05-02 00:00:00,2352.0,15,18,51026.265,48943.35,49984.807499999995,2082.915000000001,32.25586700090444,32853.83,48200.0,40526.915,15346.169999999998,1534.617,BREAKOUT_DOWN,DOWN,2022-05-16 00:00:00,2.0
W1,2024-05-27 00:00:00,2024-07-15 00:00:00,1176.0,8,22,56213.2,49231.2,52722.2,6982.0,28.964263150666117,53329.5,72144.0,62736.75,18814.5,1881.45,BREAKOUT_UP,UP,2024-11-04 00:00:00,16.0
W1,2022-06-27 00:00:00,2022-09-19 00:00:00,2016.0,13,21,32896.6,43395.95,38146.274999999994,10499.35,27.916331427543582,18084.3,25200.0,21642.15,7115.700000000001,711.5700000000002,BREAKOUT_DOWN,DOWN,2022-11-07 00:00:00,7.0
W1,2025-11-17 00:00:00,2026-01-19 00:00:00,1512.0,10,13,103404.25,100332.75,101868.5,3071.5,22.909249094720796,80600.0,97932.1,89266.05,17332.100000000006,1733.2100000000007,BREAKOUT_DOWN,DOWN,2026-01-26 00:00:00,1.0
W1,2023-07-10 00:00:00,2023-08-28 00:00:00,1176.0,8,15,25685.8,23646.6,24666.199999999997,2039.2000000000007,22.53683824245283,24581.0,31850.0,28215.5,7269.0,726.9000000000001,BREAKOUT_UP,UP,2023-10-23 00:00:00,8.0
W1,2025-02-10 00:00:00,2025-02-24 00:00:00,336.0,4,14,81255.4,79444.0,80349.7,1811.3999999999944,19.559061404971455,78200.2,99431.5,88815.85,21231.300000000003,2123.1300000000006,BREAKOUT_UP,UP,2025-05-05 00:00:00,10.0
W1,2023-09-11 00:00:00,2023-10-16 00:00:00,840.0,6,15,28215.5,23646.6,25931.05,4568.9000000000015,19.384554400908858,24888.0,30720.0,27804.0,5832.0,583.2,BREAKOUT_UP,UP,2023-10-23 00:00:00,1.0
W1,2025-03-17 00:00:00,2025-03-31 00:00:00,336.0,3,14,84450.0,79444.0,81947.0,5006.0,18.09463043253252,77111.0,88752.0,82931.5,11641.0,1164.1000000000001,BREAKOUT_UP,UP,2025-04-21 00:00:00,3.0
W1,2022-12-26 00:00:00,2023-02-06 00:00:00,1008.0,9,13,20321.6,31821.6,26071.6,11500.0,15.821324617530264,16320.0,24281.4,20300.7,7961.4000000000015,796.1400000000002,BREAKOUT_UP,UP,2023-03-13 00:00:00,5.0
W1,2021-07-19 00:00:00,2021-08-23 00:00:00,840.0,14,6,46837.055,37397.345,42117.2,9439.71,15.031088558255332,29242.24,50600.0,39921.12,21357.76,2135.776,BREAKOUT_UP,UP,2021-10-04 00:00:00,6.0
W1,2023-02-20 00:00:00,2023-03-06 00:00:00,336.0,3,13,20395.4,31821.6,26108.5,11426.199999999995,12.52049436921036,19521.6,25347.6,22434.6,5826.0,582.6,BREAKOUT_UP,UP,2023-03-13 00:00:00,1.0
W1,2025-05-19 00:00:00,2025-06-30 00:00:00,1008.0,7,7,93208.25,80423.75,86816.0,12784.5,12.202990948840618,98115.4,111959.5,105037.45,13844.100000000006,1384.4100000000008,BREAKOUT_UP,UP,2025-07-07 00:00:00,1.0
W1,2024-12-16 00:00:00,2025-01-13 00:00:00,672.0,5,5,78627.4,73455.9,76041.65,5171.5,9.363218887581631,88909.0,108366.8,98637.9,19457.800000000003,1945.7800000000004,BREAKOUT_DOWN,DOWN,2025-03-03 00:00:00,7.0
W1,2024-01-08 00:00:00,2024-02-05 00:00:00,672.0,5,5,36804.25,34274.55,35539.4,2529.699999999997,9.335497818440675,38545.0,49027.5,43786.25,10482.5,1048.25,BREAKOUT_UP,UP,2024-02-12 00:00:00,1.0
W1,2025-08-11 00:00:00,2025-08-25 00:00:00,336.0,7,3,99501.3,88528.20000000001,94014.75,10973.099999999991,8.238436161898735,107281.0,124545.6,115913.3,17264.600000000006,1726.4600000000007,BREAKOUT_DOWN,DOWN,2025-11-03 00:00:00,10.0
W1,2021-01-18 00:00:00,2021-02-01 00:00:00,336.0,3,5,25967.045,22873.66,24420.3525,3093.3849999999984,7.455583269993764,28880.0,40992.4,34936.2,12112.400000000001,1211.2400000000002,BREAKOUT_UP,UP,2021-02-08 00:00:00,1.0
W1,2024-08-12 00:00:00,2024-09-02 00:00:00,504.0,4,4,61384.7,49384.7,55384.7,12000.0,6.575344254704704,52510.8,65175.4,58843.100000000006,12664.599999999999,1266.46,BREAKOUT_UP,UP,2024-10-14 00:00:00,6.0
W1,2025-07-14 00:00:00,2025-07-28 00:00:00,336.0,4,3,98878.5,86094.0,92486.25,12784.5,5.974180862205314,111850.0,123300.0,117575.0,11450.0,1145.0,BREAKOUT_DOWN,DOWN,2025-10-27 00:00:00,13.0
