tf,line,start_ts,end_ts,length_bars,value,duration_days
D1,ssb,2024-05-30,2024-06-06,8,64335.25,7.0
D1,ssb,2024-12-06,2024-12-13,8,84926.35,7.0
D1,ssb,2025-08-15,2025-08-22,8,114777.8,7.0
D1,ssb,2025-12-25,2026-01-01,8,94036.85,7.0
D1,ssb,2026-01-14,2026-01-21,8,90859.05,7.0
D1,ssb,2020-05-14,2020-05-20,7,7965.0,6.0
D1,ssb,2021-04-14,2021-04-20,7,53994.08,6.0
D1,ssb,2022-05-12,2022-05-18,7,37415.5,6.0
D1,ssb,2023-02-02,2023-02-08,7,20245.7,6.0
D1,ssb,2023-07-06,2023-07-12,7,28172.5,6.0
D1,ssb,2023-10-16,2023-10-22,7,27804.0,6.0
D1,ssb,2023-11-09,2023-11-15,7,32232.45,6.0
D1,ssb,2024-10-21,2024-10-27,7,61038.4,6.0
D1,ssb,2025-01-13,2025-01-19,7,98637.9,6.0
D1,ssb,2025-03-31,2025-04-06,7,87995.75,6.0
D1,ssb,2025-04-07,2025-04-13,7,86944.25,6.0
D1,ssb,2025-05-22,2025-05-28,7,93208.25,6.0
D1,ssb,2026-01-22,2026-01-28,7,91170.35,6.0
D1,ssb,2019-12-20,2019-12-25,6,7988.5,5.0
D1,ssb,2020-06-01,2020-06-06,6,8481.29,5.0
D1,ssb,2021-08-14,2021-08-19,6,38771.12,5.0
D1,ssb,2022-06-19,2022-06-24,6,28832.449999999997,5.0
D1,ssb,2022-08-15,2022-08-20,6,21881.5,5.0
D1,ssb,2023-02-09,2023-02-14,6,20300.7,5.0
D1,ssb,2023-12-27,2024-01-01,6,39612.8,5.0
D1,ssb,2024-02-20,2024-02-25,6,45817.95,5.0
D1,ssb,2024-04-20,2024-04-25,6,66496.7,5.0
D1,ssb,2024-11-13,2024-11-18,6,76160.55,5.0
D1,ssb,2025-03-17,2025-03-22,6,91505.0,5.0
D1,ssb,2025-04-17,2025-04-22,6,84714.0,5.0
D1,ssb,2025-04-25,2025-04-30,6,85113.3,5.0
D1,ssb,2025-05-02,2025-05-07,6,86161.2,5.0
D1,ssb,2025-05-12,2025-05-17,6,90160.05,5.0
D1,ssb,2025-06-21,2025-06-26,6,102643.25,5.0
D1,ssb,2025-11-21,2025-11-26,6,103404.25,5.0
D1,ssb,2020-01-09,2020-01-13,5,7447.71,4.0
D1,ssb,2020-07-18,2020-07-22,5,9656.825,4.0
D1,ssb,2020-07-27,2020-07-31,5,10152.2,4.0
D1,ssb,2020-11-06,2020-11-10,5,13058.205,4.0
D1,ssb,2021-03-15,2021-03-19,5,45595.0,4.0
D1,ssb,2021-11-15,2021-11-19,5,54953.715,4.0
D1,ssb,2021-11-28,2021-12-02,5,61221.85,4.0
D1,ssb,2022-01-01,2022-01-05,5,53641.97,4.0
D1,ssb,2022-01-16,2022-01-20,5,49417.494999999995,4.0
D1,ssb,2022-07-23,2022-07-27,5,24686.6,4.0
D1,ssb,2022-08-04,2022-08-08,5,21146.6,4.0
D1,ssb,2023-08-12,2023-08-16,5,30200.0,4.0
D1,ssb,2024-01-13,2024-01-17,5,42863.75,4.0
D1,ssb,2024-02-15,2024-02-19,5,45702.0,4.0
D1,ssb,2024-02-28,2024-03-03,5,51422.5,4.0
D1,ssb,2026-02-06,2026-02-10,5,78866.05,4.0
D1,ssb,2020-01-30,2020-02-02,4,8013.0,3.0
D1,ssb,2020-02-27,2020-03-01,4,9105.0,3.0
D1,ssb,2020-04-07,2020-04-10,4,6953.905,3.0
D1,ssb,2020-04-11,2020-04-14,4,6820.355,3.0
D1,ssb,2020-04-30,2020-05-03,4,6550.79,3.0
D1,ssb,2020-06-07,2020-06-10,4,8616.6,3.0
D1,ssb,2020-10-21,2020-10-24,4,11524.29,3.0
D1,ssb,2020-10-31,2020-11-03,4,12136.105,3.0
D1,ssb,2020-12-03,2020-12-06,4,15565.5,3.0
D1,ssb,2021-02-21,2021-02-24,4,43136.07,3.0
D1,ssb,2021-04-22,2021-04-25,4,55653.055,3.0
D1,ssb,2021-10-06,2021-10-09,4,47959.8,3.0
D1,ssb,2021-10-15,2021-10-18,4,51750.595,3.0
D1,ssb,2022-05-01,2022-05-04,4,42775.0,3.0
D1,ssb,2023-01-21,2023-01-24,4,19800.0,3.0
D1,ssb,2023-01-25,2023-01-28,4,20023.7,3.0
D1,ssb,2023-01-29,2023-02-01,4,20086.35,3.0
D1,ssb,2023-02-16,2023-02-19,4,20805.0,3.0
D1,ssb,2023-03-10,2023-03-13,4,22434.6,3.0
D1,ssb,2023-05-08,2023-05-11,4,28769.5,3.0
D1,ssb,2023-06-10,2023-06-13,4,27674.1,3.0
D1,ssb,2023-06-17,2023-06-20,4,27363.5,3.0
D1,ssb,2023-09-06,2023-09-09,4,27500.5,3.0
D1,ssb,2023-10-01,2023-10-04,4,27133.85,3.0
D1,ssb,2023-11-04,2023-11-07,4,30982.45,3.0
D1,ssb,2024-04-26,2024-04-29,4,66711.2,3.0
D1,ssb,2024-05-01,2024-05-04,4,65209.549999999996,3.0
D1,ssb,2024-08-01,2024-08-04,4,61705.25,3.0
D1,ssb,2025-01-09,2025-01-12,4,99283.4,3.0
D1,ssb,2025-06-15,2025-06-18,4,102329.75,3.0
D1,ssb,2025-08-25,2025-08-28,4,115972.8,3.0
D1,ssb,2025-10-06,2025-10-09,4,116710.0,3.0
D1,ssb,2026-01-08,2026-01-11,4,87680.15,3.0
D1,ssb,2019-11-22,2019-11-24,3,8585.605,2.0
D1,ssb,2020-05-04,2020-05-06,3,6946.695,2.0
D1,ssb,2020-05-11,2020-05-13,3,7875.0,2.0
D1,ssb,2020-12-13,2020-12-15,3,16335.5,2.0
D1,ssb,2020-12-21,2020-12-23,3,18785.5,2.0
D1,ssb,2021-05-13,2021-05-15,3,55291.215,2.0
D1,ssb,2021-09-07,2021-09-09,3,41096.12,2.0
D1,ssb,2021-10-11,2021-10-13,3,48691.79,2.0
D1,ssb,2021-11-22,2021-11-24,3,58041.994999999995,2.0
D1,ssb,2022-01-13,2022-01-15,3,49529.81,2.0
D1,ssb,2022-02-18,2022-02-20,3,40714.415,2.0
D1,ssb,2022-04-17,2022-04-19,3,42567.3,2.0
D1,ssb,2022-04-28,2022-04-30,3,42850.0,2.0
D1,ssb,2022-05-22,2022-05-24,3,37039.5,2.0
D1,ssb,2022-08-11,2022-08-13,3,21767.5,2.0
D1,ssb,2022-08-21,2022-08-23,3,21990.05,2.0
D1,ssb,2022-09-03,2022-09-05,3,22354.0,2.0
D1,ssb,2022-10-10,2022-10-12,3,20467.15,2.0
D1,ssb,2022-11-05,2022-11-07,3,19695.75,2.0
D1,ssb,2023-01-14,2023-01-16,3,18764.05,2.0
D1,ssb,2023-03-14,2023-03-16,3,23005.75,2.0
D1,ssb,2023-09-10,2023-09-12,3,27474.6,2.0
D1,ssb,2023-12-15,2023-12-17,3,39064.65,2.0
D1,ssb,2024-01-02,2024-01-04,3,40198.15,2.0
D1,ssb,2024-03-05,2024-03-07,3,53947.5,2.0
D1,ssb,2024-03-08,2024-03-10,3,54437.9,2.0
D1,ssb,2024-03-21,2024-03-23,3,57874.1,2.0
D1,ssb,2024-03-24,2024-03-26,3,58029.049999999996,2.0
D1,ssb,2024-07-29,2024-07-31,3,61776.1,2.0
D1,ssb,2024-09-23,2024-09-25,3,57031.7,2.0
D1,ssb,2024-11-03,2024-11-05,3,65553.15,2.0
D1,ssb,2025-03-14,2025-03-16,3,91818.25,2.0
D1,ssb,2025-03-28,2025-03-30,3,88336.2,2.0
D1,ssb,2025-06-04,2025-06-06,3,97511.7,2.0
D1,ssb,2025-06-08,2025-06-10,3,97929.75,2.0
