tf,start_ts,end_ts,overlap_hours,kijun_flat_bars,ssb_flat_bars,kijun,ssb,range_mid,mid_spread,strength,range_low,range_high,range_mid_box,range_width,buffer_abs,status,breakout_side,breakout_ts,bars_to_break
D1,2025-02-16 00:00:00,2025-02-18 00:00:00,48.0,3,36,99103.4,99454.5,99278.95,351.1000000000058,45.439303904795786,93321.6,97665.8,95493.70000000001,4344.199999999997,434.41999999999973,BREAKOUT_DOWN,DOWN,2025-02-24 00:00:00,6.0
D1,2022-12-18 00:00:00,2022-12-23 00:00:00,120.0,6,36,17192.05,18458.45,17825.25,1266.4000000000017,44.81603213970506,16210.0,17049.6,16629.8,839.5999999999985,83.95999999999987,BREAKOUT_UP,UP,2023-01-09 00:00:00,17.0
D1,2022-12-07 00:00:00,2022-12-12 00:00:00,120.0,6,36,16436.6,18458.45,17447.525,2021.8500000000024,43.01530994189592,16655.0,17365.4,17010.2,710.4000000000015,71.04000000000015,BREAKOUT_UP,UP,2022-12-13 00:00:00,1.0
D1,2025-09-13 00:00:00,2025-09-16 00:00:00,72.0,4,34,112304.45,115878.55,114091.5,3574.100000000006,42.6634972328361,114338.5,116910.8,115624.65,2572.300000000003,257.2300000000003,BREAKOUT_DOWN,DOWN,2025-09-22 00:00:00,6.0
D1,2025-09-28 00:00:00,2025-09-30 00:00:00,48.0,3,34,113220.6,115878.55,114549.575,2657.949999999997,42.22034071617841,109136.5,114800.0,111968.25,5663.5,566.35,BREAKOUT_UP,UP,2025-10-01 00:00:00,1.0
D1,2022-12-14 00:00:00,2022-12-16 00:00:00,48.0,3,36,16921.6,18458.45,17690.025,1536.8500000000022,41.955083184344815,16521.1,18400.0,17460.55,1878.9000000000015,187.89000000000016,BREAKOUT_UP,UP,2023-01-12 00:00:00,27.0
D1,2025-07-20 00:00:00,2025-07-27 00:00:00,168.0,8,30,114155.0,110707.7,112431.35,3447.300000000003,41.138632871542775,114667.3,120300.1,117483.70000000001,5632.800000000003,563.2800000000003,BREAKOUT_DOWN,DOWN,2025-08-01 00:00:00,5.0
D1,2025-07-14 00:00:00,2025-07-17 00:00:00,72.0,4,30,110707.7,110707.7,110707.7,0.0,39.2,115678.1,123300.0,119489.05,7621.899999999994,762.1899999999995,BREAKOUT_DOWN,DOWN,2025-08-01 00:00:00,15.0
D1,2025-07-30 00:00:00,2025-08-02 00:00:00,72.0,4,30,115350.0,110707.7,113028.85,4642.300000000003,37.65350232406159,111910.0,118910.0,115410.0,7000.0,700.0,BREAKOUT_UP,UP,2025-08-12 00:00:00,10.0
D1,2025-08-05 00:00:00,2025-08-08 00:00:00,72.0,4,30,117575.0,110707.7,114141.35,6867.300000000003,36.97538085087306,112582.4,117591.8,115087.1,5009.400000000009,500.9400000000009,BREAKOUT_UP,UP,2025-08-10 00:00:00,2.0
D1,2020-09-16 00:00:00,2020-09-26 00:00:00,240.0,14,22,10934.825,11154.0,11044.4125,219.17499999999927,36.86835211250413,10132.21,11177.0,10654.605,1044.7900000000009,104.4790000000001,BREAKOUT_UP,UP,2020-10-10 00:00:00,14.0
D1,2021-12-06 00:00:00,2021-12-10 00:00:00,96.0,5,28,53641.97,55043.795,54342.8825,1401.824999999997,36.65446413903957,46828.23,51929.0,49378.615000000005,5100.769999999997,510.0769999999997,BREAKOUT_DOWN,DOWN,2022-01-04 00:00:00,25.0
D1,2021-07-26 00:00:00,2021-08-12 00:00:00,408.0,19,18,38705.42,38474.305,38589.8625,231.11499999999796,36.580916593354715,35185.49,48168.6,41677.045,12983.11,1298.3110000000001,BREAKOUT_UP,UP,2021-09-03 00:00:00,22.0
D1,2024-01-23 00:00:00,2024-02-05 00:00:00,312.0,14,20,43786.25,43786.25,43786.25,0.0,35.2,38545.0,43888.0,41216.5,5343.0,534.3000000000001,BREAKOUT_UP,UP,2024-02-08 00:00:00,3.0
D1,2024-05-09 00:00:00,2024-05-16 00:00:00,168.0,8,25,61879.85,64714.05,63296.95,2834.2000000000044,34.83999567526045,60117.4,66800.0,63458.7,6682.5999999999985,668.2599999999999,BREAKOUT_UP,UP,2024-05-20 00:00:00,4.0
D1,2022-10-13 00:00:00,2022-10-25 00:00:00,288.0,13,22,19208.9,20383.9,19796.4,1175.0,34.738144329896905,17917.8,20415.0,19166.4,2497.2000000000007,249.72000000000008,BREAKOUT_UP,UP,2022-11-04 00:00:00,10.0
D1,2024-05-21 00:00:00,2024-05-26 00:00:00,120.0,6,25,64335.25,64714.05,64524.65,378.8000000000029,34.5968946180827,66156.6,72132.8,69144.70000000001,5976.199999999997,597.6199999999998,BREAKOUT_DOWN,DOWN,2024-06-18 00:00:00,23.0
D1,2021-12-21 00:00:00,2021-12-25 00:00:00,96.0,5,28,50056.94,55043.795,52550.3675,4986.854999999996,34.341140085446426,46650.0,51805.0,49227.5,5155.0,515.5,BREAKOUT_DOWN,DOWN,2022-01-04 00:00:00,10.0
D1,2021-12-30 00:00:00,2021-12-31 00:00:00,24.0,6,28,48753.555,55043.795,51898.675,6290.239999999998,34.24894793106213,45650.0,48575.0,47112.5,2925.0,292.5,BREAKOUT_DOWN,DOWN,2022-01-05 00:00:00,5.0
D1,2021-06-22 00:00:00,2021-06-30 00:00:00,192.0,19,22,35096.505,44171.0,39633.7525,9074.495000000004,33.84979317927626,28780.01,36623.0,32701.504999999997,7842.990000000002,784.2990000000002,BREAKOUT_UP,UP,2021-07-27 00:00:00,27.0
D1,2023-05-15 00:00:00,2023-05-21 00:00:00,144.0,7,24,27899.6,28405.0,28152.3,505.40000000000146,33.793330239342296,26335.3,27650.0,26992.65,1314.7000000000007,131.47000000000008,BREAKOUT_DOWN,DOWN,2023-06-10 00:00:00,20.0
D1,2022-03-08 00:00:00,2022-03-16 00:00:00,192.0,14,19,39826.85,39350.665,39588.7575,476.1849999999977,33.59589883350014,37500.0,42647.5,40073.75,5147.5,514.75,BREAKOUT_UP,UP,2022-03-24 00:00:00,8.0
D1,2021-12-14 00:00:00,2021-12-16 00:00:00,48.0,3,28,50470.855,55043.795,52757.325,4572.939999999995,33.12846539258104,46255.6,49479.75,47867.675,3224.1500000000015,322.4150000000002,BREAKOUT_UP,UP,2021-12-23 00:00:00,7.0
D1,2021-12-18 00:00:00,2021-12-20 00:00:00,48.0,3,28,50169.255000000005,55043.795,52606.525,4874.539999999994,32.947108756596634,45438.43,48461.17,46949.8,3022.739999999998,302.27399999999983,BREAKOUT_UP,UP,2021-12-23 00:00:00,3.0
D1,2023-07-24 00:00:00,2023-07-31 00:00:00,168.0,8,24,30340.0,28313.5,29326.75,2026.5,32.924867437984894,28830.0,30091.7,29460.85,1261.7000000000007,126.17000000000007,BREAKOUT_DOWN,DOWN,2023-08-17 00:00:00,17.0
D1,2023-05-26 00:00:00,2023-05-31 00:00:00,120.0,6,24,27795.5,28405.0,28100.25,609.5,32.88668135389544,26313.9,28442.0,27377.95,2128.0999999999985,212.80999999999986,BREAKOUT_DOWN,DOWN,2023-06-10 00:00:00,10.0
D1,2021-04-26 00:00:00,2021-05-09 00:00:00,312.0,15,17,55958.27,55958.27,55958.27,0.0,32.4,48763.0,59590.96,54176.979999999996,10827.96,1082.796,BREAKOUT_DOWN,DOWN,2021-05-15 00:00:00,6.0
D1,2020-03-23 00:00:00,2020-04-01 00:00:00,216.0,10,23,6412.905,7080.905,6746.905,668.0,32.392838208985815,5670.0,6960.71,6315.355,1290.71,129.071,BREAKOUT_UP,UP,2020-04-06 00:00:00,5.0
D1,2022-02-10 00:00:00,2022-02-16 00:00:00,144.0,9,23,39350.665,42493.915,40922.29,3143.25,32.31767253958535,41526.0,45847.5,43686.75,4321.5,432.15000000000003,BREAKOUT_DOWN,DOWN,2022-02-17 00:00:00,1.0
D1,2023-08-01 00:00:00,2023-08-05 00:00:00,96.0,7,24,30200.0,28313.5,29256.75,1886.5,32.316222616457814,28550.0,30059.9,29304.95,1509.9000000000015,150.99000000000015,BREAKOUT_DOWN,DOWN,2023-08-17 00:00:00,12.0
D1,2023-08-18 00:00:00,2023-09-02 00:00:00,360.0,16,17,27415.5,28215.5,27815.5,800.0,32.27183169960337,25280.0,28168.0,26724.0,2888.0,288.8,ACTIVE,NONE,,
D1,2021-05-19 00:00:00,2021-06-04 00:00:00,384.0,17,17,44171.0,46837.055,45504.0275,2666.0550000000003,32.11821227418492,28688.0,43615.93,36151.965,14927.93,1492.7930000000001,ACTIVE,NONE,,
D1,2024-07-22 00:00:00,2024-07-26 00:00:00,96.0,5,24,60894.6,62736.75,61815.675,1842.1500000000017,31.85082336696235,63456.7,68459.7,65958.2,5003.0,500.3,BREAKOUT_DOWN,DOWN,2024-08-02 00:00:00,7.0
D1,2022-02-26 00:00:00,2022-03-07 00:00:00,216.0,12,19,40075.6,39350.665,39713.1325,724.9349999999977,31.81916378669679,36934.6,45350.0,41142.3,8415.400000000001,841.5400000000002,BREAKOUT_UP,UP,2022-03-27 00:00:00,20.0
D1,2023-05-22 00:00:00,2023-05-25 00:00:00,72.0,4,24,27850.5,28405.0,28127.75,554.5,31.38135955163908,25850.0,27527.5,26688.75,1677.5,167.75,BREAKOUT_UP,UP,2023-05-28 00:00:00,3.0
D1,2023-07-18 00:00:00,2023-07-23 00:00:00,120.0,6,24,30625.0,28313.5,29469.25,2311.5,31.156181021530323,29400.0,30420.0,29910.0,1020.0,102.0,BREAKOUT_DOWN,DOWN,2023-07-24 00:00:00,1.0
D1,2022-09-21 00:00:00,2022-10-05 00:00:00,336.0,18,15,20467.15,21642.15,21054.65,1175.0,30.68742242905309,18084.3,20500.0,19292.15,2415.7000000000007,241.57000000000008,BREAKOUT_UP,UP,2022-11-04 00:00:00,30.0
D1,2022-01-31 00:00:00,2022-02-06 00:00:00,144.0,7,23,38625.255000000005,42493.915,40559.58500000001,3868.659999999996,30.309057267510788,36204.3,42656.8,39430.55,6452.5,645.25,BREAKOUT_UP,UP,2022-02-07 00:00:00,1.0
D1,2024-07-10 00:00:00,2024-07-12 00:00:00,48.0,3,24,60305.05,62736.75,61520.9,2431.699999999997,30.013667622582968,56500.1,59780.0,58140.05,3279.9000000000015,327.9900000000002,BREAKOUT_UP,UP,2024-07-14 00:00:00,2.0
D1,2022-10-29 00:00:00,2022-11-03 00:00:00,120.0,6,22,19502.9,20383.9,19943.4,881.0,29.880048404755957,20026.0,21088.0,20557.0,1062.0,106.2,BREAKOUT_DOWN,DOWN,2022-11-08 00:00:00,5.0
D1,2020-03-16 00:00:00,2020-03-19 00:00:00,72.0,4,23,6820.355,7080.905,6950.629999999999,260.5500000000002,29.687153004085317,4413.62,6400.0,5406.8099999999995,1986.38,198.63800000000003,BREAKOUT_UP,UP,2020-03-24 00:00:00,5.0
D1,2020-03-13 00:00:00,2020-03-15 00:00:00,48.0,3,23,6953.905,7080.905,7017.405,127.0,29.466715562737555,3621.81,5971.0,4796.405,2349.19,234.919,BREAKOUT_UP,UP,2020-03-23 00:00:00,8.0
D1,2023-04-24 00:00:00,2023-04-30 00:00:00,144.0,16,17,28989.15,25290.3,27139.725,3698.850000000002,29.217915224682073,26919.3,30048.2,28483.75,3128.9000000000015,312.89000000000016,BREAKOUT_DOWN,DOWN,2023-05-24 00:00:00,24.0
D1,2020-10-05 00:00:00,2020-10-07 00:00:00,48.0,5,22,10654.605,11154.0,10904.3025,499.3950000000005,29.068711792819823,10510.66,10792.0,10651.33,281.34000000000015,28.134000000000015,BREAKOUT_UP,UP,2020-10-08 00:00:00,1.0
D1,2019-11-25 00:00:00,2019-11-29 00:00:00,96.0,5,22,8030.094999999999,8459.335,8244.715,429.2399999999998,28.89562327680971,6510.19,7850.0,7180.094999999999,1339.8100000000004,133.98100000000005,ACTIVE,NONE,,
D1,2022-04-11 00:00:00,2022-04-16 00:00:00,120.0,7,20,43668.35,41251.85,42460.1,2416.5,28.006109197220823,39136.7,42399.9,40768.3,3263.2000000000044,326.32000000000045,BREAKOUT_DOWN,DOWN,2022-04-29 00:00:00,13.0
D1,2023-09-13 00:00:00,2023-09-23 00:00:00,240.0,12,16,26528.0,27415.5,26971.75,887.5,27.882530936762475,25750.0,27480.0,26615.0,1730.0,173.0,BREAKOUT_UP,UP,2023-10-06 00:00:00,13.0
D1,2022-04-02 00:00:00,2022-04-07 00:00:00,120.0,6,20,42850.0,41251.85,42050.925,1598.1500000000017,27.74552816984094,42685.0,47448.0,45066.5,4763.0,476.3,BREAKOUT_DOWN,DOWN,2022-04-10 00:00:00,3.0
D1,2022-10-26 00:00:00,2022-10-28 00:00:00,48.0,3,22,19473.9,20383.9,19928.9,910.0,27.542352043533967,19951.0,21030.0,20490.5,1079.0,107.9,BREAKOUT_DOWN,DOWN,2022-11-08 00:00:00,11.0
D1,2020-10-01 00:00:00,2020-10-03 00:00:00,48.0,3,22,10509.505,11154.0,10831.7525,644.4950000000008,27.182619754410137,10371.03,10935.14,10653.085,564.1099999999988,56.41099999999988,BREAKOUT_UP,UP,2020-10-09 00:00:00,6.0
D1,2022-03-28 00:00:00,2022-04-01 00:00:00,96.0,5,20,42667.0,41251.85,41959.425,1415.1500000000017,27.086464824151015,44206.2,48200.0,46203.1,3993.800000000003,399.38000000000034,BREAKOUT_DOWN,DOWN,2022-04-06 00:00:00,5.0
D1,2021-10-20 00:00:00,2021-10-24 00:00:00,96.0,5,19,53929.365000000005,53326.79,53628.0775,602.5750000000044,26.50221619590507,59504.46,67150.0,63327.229999999996,7645.540000000001,764.5540000000001,BREAKOUT_DOWN,DOWN,2021-11-18 00:00:00,25.0
D1,2021-06-16 00:00:00,2021-06-21 00:00:00,120.0,6,22,36191.0,44171.0,40181.0,7980.0,26.030339901580117,31250.51,40495.0,35872.755,9244.490000000002,924.4490000000002,ACTIVE,NONE,,
D1,2023-06-23 00:00:00,2023-07-05 00:00:00,288.0,13,13,28138.5,28138.5,28138.5,0.0,26.0,29500.0,31500.0,30500.0,2000.0,200.0,BREAKOUT_DOWN,DOWN,2023-07-24 00:00:00,19.0
D1,2022-07-20 00:00:00,2022-07-21 00:00:00,24.0,6,21,21420.0,25010.35,23215.175,3590.3499999999985,25.98177987560401,22340.2,24277.0,23308.6,1936.7999999999993,193.67999999999995,BREAKOUT_DOWN,DOWN,2022-07-25 00:00:00,4.0
D1,2022-12-31 00:00:00,2023-01-08 00:00:00,192.0,15,12,17305.0,16921.6,17113.3,383.40000000000146,25.821504626586723,16461.8,17181.1,16821.449999999997,719.2999999999993,71.92999999999994,BREAKOUT_UP,UP,2023-01-10 00:00:00,2.0
D1,2025-12-01 00:00:00,2025-12-06 00:00:00,120.0,8,17,94036.85,98490.1,96263.475,4453.25,25.61502203333161,83786.0,94185.0,88985.5,10399.0,1039.9,ACTIVE,NONE,,
D1,2020-08-02 00:00:00,2020-08-10 00:00:00,192.0,9,15,10599.135,10485.325,10542.23,113.80999999999948,24.930855740031003,10490.0,12154.25,11322.125,1664.25,166.425,BREAKOUT_DOWN,DOWN,2020-09-05 00:00:00,26.0
D1,2024-09-27 00:00:00,2024-10-01 00:00:00,96.0,5,17,59480.4,59480.4,59480.4,0.0,24.4,60128.2,66450.0,63289.1,6321.800000000003,632.1800000000003,BREAKOUT_UP,UP,2024-10-16 00:00:00,15.0
D1,2022-11-09 00:00:00,2022-11-20 00:00:00,264.0,12,12,18468.15,18468.15,18468.15,0.0,24.0,15462.6,18574.9,17018.75,3112.300000000001,311.23000000000013,ACTIVE,NONE,,
D1,2020-07-07 00:00:00,2020-07-15 00:00:00,192.0,11,13,9305.7,9560.315,9433.0075,254.61499999999975,23.75870684473925,9116.0,9470.0,9293.0,354.0,35.4,BREAKOUT_UP,UP,2020-07-22 00:00:00,7.0
D1,2023-04-14 00:00:00,2023-04-21 00:00:00,168.0,8,17,28769.5,25290.3,27029.9,3479.2000000000007,23.743778741424684,27100.0,31059.0,29079.5,3959.0,395.90000000000003,ACTIVE,NONE,,
D1,2021-10-27 00:00:00,2021-10-29 00:00:00,48.0,3,19,57017.645,53326.79,55172.2175,3690.854999999996,23.619899912631983,57550.0,63069.71,60309.854999999996,5519.709999999999,551.9709999999999,BREAKOUT_UP,UP,2021-11-08 00:00:00,10.0
D1,2022-07-15 00:00:00,2022-07-17 00:00:00,48.0,3,21,20571.45,25010.35,22790.9,4438.899999999998,23.100751382676332,20364.3,21674.1,21019.199999999997,1309.7999999999993,130.97999999999993,BREAKOUT_UP,UP,2022-07-18 00:00:00,1.0
D1,2022-03-17 00:00:00,2022-03-21 00:00:00,96.0,14,10,39826.85,40075.6,39951.225,248.75,23.05644269679273,40084.2,42446.6,41265.399999999994,2362.4000000000015,236.24000000000015,BREAKOUT_UP,UP,2022-03-23 00:00:00,2.0
D1,2024-10-08 00:00:00,2024-10-11 00:00:00,72.0,4,17,61948.15,59480.4,60714.275,2467.75,22.67823625469427,58900.0,63400.0,61150.0,4500.0,450.0,BREAKOUT_UP,UP,2024-10-14 00:00:00,3.0
D1,2021-11-04 00:00:00,2021-11-06 00:00:00,48.0,3,19,60450.0,53326.79,56888.395,7123.209999999999,22.39574455288225,60100.0,63149.0,61624.5,3049.0,304.90000000000003,BREAKOUT_UP,UP,2021-11-08 00:00:00,2.0
D1,2025-06-29 00:00:00,2025-07-04 00:00:00,120.0,13,10,104384.5,105037.45,104710.975,652.9499999999971,22.26118512574394,105010.0,110484.0,107747.0,5474.0,547.4,BREAKOUT_UP,UP,2025-07-09 00:00:00,5.0
D1,2023-09-26 00:00:00,2023-09-28 00:00:00,48.0,5,16,26184.0,27415.5,26799.75,1231.5,22.18075183946488,26050.0,27308.7,26679.35,1258.7000000000007,125.87000000000008,BREAKOUT_UP,UP,2023-10-01 00:00:00,3.0
D1,2020-07-03 00:00:00,2020-07-05 00:00:00,48.0,8,13,9416.195,9560.315,9488.255,144.1200000000008,21.670835074423493,8900.0,9194.0,9047.0,294.0,29.400000000000002,BREAKOUT_UP,UP,2020-07-06 00:00:00,1.0
D1,2021-09-26 00:00:00,2021-10-02 00:00:00,144.0,12,10,46226.79,46226.79,46226.79,0.0,21.6,40708.73,48450.0,44579.365000000005,7741.269999999997,774.1269999999997,BREAKOUT_UP,UP,2021-10-05 00:00:00,3.0
D1,2021-03-06 00:00:00,2021-03-12 00:00:00,144.0,7,16,50737.095,43676.07,47206.5825,7061.0250000000015,21.5731501706612,47090.0,58283.0,52686.5,11193.0,1119.3,BREAKOUT_UP,UP,2021-04-10 00:00:00,29.0
D1,2025-12-13 00:00:00,2025-12-16 00:00:00,72.0,4,17,87577.5,98490.1,93033.8,10912.600000000006,21.122402315039288,85073.0,90599.0,87836.0,5526.0,552.6,BREAKOUT_UP,UP,2026-01-04 00:00:00,19.0
D1,2021-09-17 00:00:00,2021-09-20 00:00:00,72.0,14,9,47519.0,45120.5,46319.75,2398.5,20.916894592888703,42467.86,48850.0,45658.93,6382.139999999999,638.2139999999999,BREAKOUT_DOWN,DOWN,2021-09-28 00:00:00,8.0
D1,2020-10-12 00:00:00,2020-10-18 00:00:00,144.0,7,12,10932.105,10934.825,10933.465,2.720000000001164,19.99502568765982,11157.0,11732.0,11444.5,575.0,57.5,BREAKOUT_UP,UP,2020-10-20 00:00:00,2.0
D1,2024-06-14 00:00:00,2024-06-17 00:00:00,72.0,4,15,68598.2,64340.85,66469.525,4257.3499999999985,19.923882258335325,65052.4,67366.5,66209.45,2314.0999999999985,231.40999999999985,BREAKOUT_DOWN,DOWN,2024-06-21 00:00:00,4.0
D1,2021-09-21 00:00:00,2021-09-25 00:00:00,96.0,12,9,46226.79,45120.5,45673.645,1106.2900000000009,19.917564186440188,39503.58,45134.33,42318.955,5630.75,563.075,BREAKOUT_UP,UP,2021-10-01 00:00:00,6.0
D1,2021-07-20 00:00:00,2021-07-24 00:00:00,96.0,5,14,32932.62,35096.505,34014.5625,2163.8849999999948,19.555922072112136,29242.24,34471.0,31856.620000000003,5228.759999999998,522.8759999999999,BREAKOUT_UP,UP,2021-07-25 00:00:00,1.0
D1,2024-12-17 00:00:00,2024-12-25 00:00:00,192.0,14,9,99283.4,87588.4,93435.9,11695.0,19.5526700522872,92272.6,108366.8,100319.70000000001,16094.199999999997,1609.4199999999998,ACTIVE,NONE,,
D1,2024-06-18 00:00:00,2024-06-20 00:00:00,48.0,3,15,68076.9,64340.85,66208.875,3736.049999999995,19.310350965420295,64009.8,66558.9,65284.35,2549.0999999999913,254.90999999999914,BREAKOUT_DOWN,DOWN,2024-06-23 00:00:00,3.0
D1,2024-06-24 00:00:00,2024-07-02 00:00:00,192.0,9,10,65181.0,65181.0,65181.0,0.0,19.2,58218.0,63849.0,61033.5,5631.0,563.1,BREAKOUT_DOWN,DOWN,2024-07-04 00:00:00,2.0
D1,2020-06-28 00:00:00,2020-06-30 00:00:00,48.0,8,11,9416.195,9218.625,9317.41,197.5699999999997,19.19302363220942,8932.68,9233.0,9082.84,300.3199999999997,30.03199999999997,BREAKOUT_UP,UP,2020-07-21 00:00:00,21.0
D1,2022-08-28 00:00:00,2022-09-02 00:00:00,120.0,9,10,22354.0,22050.5,22202.25,303.5,18.94107950190507,19508.0,20574.0,20041.0,1066.0,106.60000000000001,BREAKOUT_DOWN,DOWN,2022-09-06 00:00:00,4.0
D1,2023-10-24 00:00:00,2023-11-01 00:00:00,192.0,9,10,31253.45,30434.95,30844.2,818.5,18.70366835424648,32833.5,35734.0,34283.75,2900.5,290.05,BREAKOUT_UP,UP,2023-11-09 00:00:00,8.0
D1,2021-07-14 00:00:00,2021-07-17 00:00:00,72.0,4,14,32701.504999999997,35096.505,33899.005,2395.0,18.680222808146965,31018.59,33176.47,32097.53,2157.880000000001,215.78800000000012,BREAKOUT_UP,UP,2021-07-23 00:00:00,6.0
D1,2023-03-30 00:00:00,2023-04-04 00:00:00,120.0,6,11,24353.199999999997,24353.199999999997,24353.199999999997,0.0,18.0,27166.0,29184.8,28175.4,2018.7999999999993,201.87999999999994,BREAKOUT_UP,UP,2023-04-10 00:00:00,6.0
D1,2021-08-23 00:00:00,2021-08-30 00:00:00,168.0,8,11,43945.5,39921.12,41933.31,4024.3799999999974,17.88368553771959,46280.0,50600.0,48440.0,4320.0,432.0,BREAKOUT_UP,UP,2021-09-05 00:00:00,6.0
D1,2020-01-19 00:00:00,2020-01-27 00:00:00,192.0,9,9,8034.369999999999,7816.15,7925.259999999999,218.21999999999937,17.517655842465384,8247.0,9205.3,8726.15,958.2999999999993,95.82999999999993,BREAKOUT_UP,UP,2020-01-28 00:00:00,1.0
D1,2023-05-08 00:00:00,2023-05-09 00:00:00,24.0,16,4,28989.15,28769.5,28879.325,219.65000000000143,17.467148585130577,27250.0,28624.6,27937.3,1374.5999999999985,137.45999999999987,BREAKOUT_DOWN,DOWN,2023-05-11 00:00:00,2.0
D1,2022-09-14 00:00:00,2022-09-18 00:00:00,96.0,5,12,20675.0,21850.0,21262.5,1175.0,17.436434540389968,19300.0,20528.5,19914.25,1228.5,122.85000000000001,BREAKOUT_DOWN,DOWN,2022-09-20 00:00:00,2.0
D1,2025-06-22 00:00:00,2025-06-26 00:00:00,96.0,13,6,104384.5,102643.25,103513.875,1741.25,17.308840780912096,98115.4,108249.9,103182.65,10134.5,1013.45,BREAKOUT_UP,UP,2025-07-09 00:00:00,13.0
D1,2021-04-03 00:00:00,2021-04-07 00:00:00,96.0,5,12,56201.04,52476.025,54338.5325,3725.0149999999994,17.219564443595182,55536.07,59925.0,57730.535,4388.93,438.89300000000003,BREAKOUT_UP,UP,2021-04-13 00:00:00,6.0
D1,2025-04-07 00:00:00,2025-04-13 00:00:00,144.0,12,7,81604.5,86944.25,84274.375,5339.75,16.92745144808366,74457.0,86100.0,80278.5,11643.0,1164.3,BREAKOUT_UP,UP,2025-04-21 00:00:00,8.0
D1,2020-08-26 00:00:00,2020-08-27 00:00:00,24.0,6,11,11494.71,10771.72,11133.215,722.9899999999998,16.902362096471848,11130.82,11593.0,11361.91,462.1800000000003,46.21800000000003,BREAKOUT_UP,UP,2020-08-30 00:00:00,3.0
D1,2022-09-07 00:00:00,2022-09-09 00:00:00,48.0,3,12,21850.0,21850.0,21850.0,0.0,16.799999999999997,18500.0,21666.0,20083.0,3166.0,316.6,ACTIVE,NONE,,
D1,2020-02-13 00:00:00,2020-02-18 00:00:00,120.0,6,11,9393.5,8701.72,9047.61,691.7800000000007,16.721476396365684,9461.89,10540.0,10000.945,1078.1100000000006,107.81100000000006,BREAKOUT_DOWN,DOWN,2020-02-25 00:00:00,7.0
D1,2024-04-06 00:00:00,2024-04-08 00:00:00,48.0,9,9,67340.7,62197.05,64768.875,5143.649999999994,16.675692231113096,67450.0,72890.4,70170.2,5440.399999999994,544.0399999999994,BREAKOUT_DOWN,DOWN,2024-04-13 00:00:00,5.0
